lat,vert,heading
993.6,-2929.2,193.004
993.6,-2936.4,191.678
993.6,-2936.4,191.678
997.82,-2952,189.061
1003.27,-2959.2,187.748
1003.27,-2966.4,186.434
1003.27,-2966.4,186.434
1007.4,-2980.8,183.848
1007.4,-2980.8,183.848
1010.74,-2995.2,181.265
1015.4,-3002.4,179.969
1015.4,-3002.4,179.969
1020.76,-3015.6,177.363
1020.76,-3015.6,177.363
1020.76,-3022.8,176.057
1026.03,-3037.2,173.46
1031.92,-3043.2,172.167
1031.92,-3043.2,172.167
1037.55,-3057.6,169.565
1037.55,-3057.6,169.565
1037.55,-3066,168.265
1043.61,-3079.2,165.638
1043.61,-3079.2,165.638
1049.15,-3093.6,162.994
1054.77,-3100.8,161.681
1054.77,-3100.8,161.681
1060.84,-3115.2,159.067
1060.84,-3115.2,159.067
1066.81,-3129.6,156.436
1066.81,-3136.8,155.107
1072.88,-3144,153.787
1072.88,-3151.2,152.469
1078.77,-3159.6,151.149
1078.77,-3166.8,148.521
1078.77,-3166.8,148.521
1084.48,-3181.2,145.885
1084.48,-3181.2,145.885
1090.46,-3188.4,144.573
1095.29,-3202.8,141.961
1095.29,-3202.8,141.961
1100.56,-3218.4,139.311
1100.56,-3218.4,139.311
1105.22,-3232.8,136.661
1105.22,-3241.2,135.343
1110.41,-3248.4,134.034
1110.41,-3248.4,134.034
1116.65,-3262.8,131.415
1116.65,-3268.8,130.105
1116.65,-3268.8,130.105
1123.24,-3276,128.8
1128.6,-3289.2,126.187
1128.6,-3296.4,124.905
1128.6,-3296.4,124.905
1134.31,-3303.6,123.634
1134.31,-3310.8,122.363
1140.12,-3325.2,119.853
1146,-3332.4,118.592
1146,-3339.6,117.315
1152.33,-3345.6,116.035
1152.33,-3352.8,114.758
1158.66,-3360,113.479
1158.66,-3360,113.479
1158.66,-3367.2,112.201
1164.2,-3381.6,109.624
1169.65,-3388.8,108.324
1169.65,-3396,107.016
1175.62,-3403.2,105.704
1175.62,-3410.4,104.4
1175.62,-3410.4,104.4
1179.93,-3417.6,103.101
1184.5,-3432,100.479
1184.5,-3439.2,99.1589
1184.5,-3439.2,99.1589
1189.25,-3454.8,96.5139
1189.25,-3454.8,96.5139
1194.17,-3469.2,93.8559
1194.17,-3469.2,93.8559
1199.88,-3483.6,91.1365
1204.98,-3490.8,89.7769
1204.98,-3498,88.427
1204.98,-3498,88.427
1210.34,-3513.6,85.723
1215.96,-3520.8,84.3725
1215.96,-3520.8,84.3725
1221.59,-3535.2,81.6764
1221.59,-3543.6,80.335
1221.59,-3543.6,80.335
1227.21,-3558,77.655
1232.84,-3565.2,76.3139
1232.84,-3572.4,74.9834
1232.84,-3572.4,74.9834
1244.88,-3588,72.3679
1244.88,-3588,72.3679
1251.03,-3601.2,69.7614
1251.03,-3608.4,68.4494
1251.03,-3608.4,68.4494
1257.19,-3622.8,65.8531
1257.19,-3622.8,65.8531
1262.55,-3630,64.5673
1268.08,-3644.4,62.022
1268.08,-3651.6,60.7448
1273.8,-3658.8,59.4754
1273.8,-3667.2,58.2162
1273.8,-3667.2,58.2162
1278.54,-3674.4,56.9555
1284.43,-3688.8,54.4222
1284.43,-3694.8,53.1313
1284.43,-3694.8,53.1313
1290.94,-3709.2,50.5411
1290.94,-3709.2,50.5411
1296.56,-3726,47.9803
1296.56,-3726,47.9803
1303.5,-3739.2,45.3899
1303.5,-3739.2,45.3899
1310.89,-3752.4,42.7663
1310.89,-3752.4,42.7663
1317.39,-3759.6,41.4488
1323.46,-3774,38.8152
1323.46,-3781.2,37.4985
1330.49,-3788.4,36.1753
1330.49,-3788.4,36.1753
1330.49,-3795.6,34.8555
1337.43,-3804,33.5454
1337.43,-3811.2,32.2366
1344.46,-3818.4,30.9208
1344.46,-3825.6,29.5894
1351.14,-3831.6,28.2432
1357.82,-3847.2,25.5444
1357.82,-3854.4,24.205
1357.82,-3854.4,24.205
1363.45,-3870,21.5239
1368.98,-3877.2,20.1681
1368.98,-3877.2,20.1681
1374.52,-3891.6,17.4871
1374.52,-3898.8,16.161
1380.5,-3906,14.8423
1380.5,-3913.2,13.5211
1387.26,-3920.4,12.1955
1387.26,-3927.6,10.8694
1387.26,-3927.6,10.8694
1394.65,-3942,8.23076
1394.65,-3942,8.23076
1401.24,-3949.2,6.91812
1407.74,-3963.6,4.27623
1407.74,-3970.8,2.96109
1414.42,-3978,1.6531
1414.42,-3978,1.6531
1414.42,-3985.2,0.345984
1420.75,-3999.6,357.744
1427.08,-4006.8,356.454
1427.08,-4006.8,356.454
1433.14,-4021.2,353.91
1433.14,-4028.4,352.64
1439.21,-4035.6,351.366
1439.21,-4035.6,351.366
1439.21,-4042.8,350.084
1445.27,-4048.8,348.796
1449.84,-4063.2,346.254
1449.84,-4063.2,346.254
1454.76,-4078.8,343.734
1454.76,-4086,342.464
1459.77,-4092,341.192
1459.77,-4099.2,339.923
1459.77,-4099.2,339.923
1464.43,-4113.6,337.427
1470.06,-4120.8,336.183
1470.06,-4128,334.926
1470.06,-4128,334.926
1476.56,-4134,333.659
1482.27,-4148.4,331.121
1482.27,-4155.6,329.852
1488.34,-4162.8,328.58
1488.34,-4170,327.294
1488.34,-4170,327.294
1494.4,-4176,325.991
1499.41,-4191.6,323.38
1499.41,-4191.6,323.38
1504.69,-4207.2,320.774
1504.69,-4213.2,319.463
1504.69,-4213.2,319.463
1510.4,-4220.4,318.133
1516.02,-4234.8,315.452
1516.02,-4243.2,314.114
1520.95,-4250.4,312.775
1520.95,-4250.4,312.775
1526.48,-4266,310.095
1526.48,-4273.2,308.76
1532.2,-4280.4,307.43
1532.2,-4287.6,306.105
1532.2,-4287.6,306.105
1537.29,-4303.2,303.456
1542.3,-4310.4,302.112
1542.3,-4317.6,300.764
1542.3,-4317.6,300.764
1547.31,-4324.8,299.434
1547.31,-4332,298.12
1551.71,-4340.4,296.814
1551.71,-4347.6,295.517
1556.98,-4353.6,294.208
1562.69,-4368,291.594
1562.69,-4368,291.594
1569.11,-4383.6,289.042
1569.11,-4390.8,287.773
1569.11,-4390.8,287.773
1575.96,-4396.8,286.489
1575.96,-4404,285.187
1583,-4418.4,282.596
1589.06,-4425.6,281.311
1589.06,-4432.8,280.035
1595.48,-4438.8,278.75
1595.48,-4446,277.445
1601.98,-4453.2,276.139
1601.98,-4460.4,274.844
1601.98,-4460.4,274.844
1607.69,-4467.6,273.562
1607.69,-4474.8,272.281
1613.58,-4489.2,269.684
1613.58,-4489.2,269.684
1619.82,-4496.4,268.384
1619.82,-4503.6,267.087
1625.18,-4510.8,265.788
1630.72,-4525.2,263.155
1630.72,-4525.2,263.155
1635.73,-4539.6,260.504
1635.73,-4539.6,260.504
1640.74,-4554,257.914
1640.74,-4561.2,256.619
1646.37,-4568.4,255.308
1646.37,-4575.6,253.979
1646.37,-4575.6,253.979
1652.17,-4590,251.334
1658.49,-4597.2,250.03
1658.49,-4604.4,248.73
1665.53,-4611.6,247.428
1665.53,-4618.8,246.113
1672.29,-4626,244.793
1672.29,-4626,244.793
1678.88,-4640.4,242.176
1678.88,-4647.6,240.868
1685.92,-4654.8,239.548
1685.92,-4662,238.214
1692.33,-4670.4,236.877
1692.33,-4670.4,236.877
1698.75,-4686,234.24
1698.75,-4693.2,232.929
1705.6,-4700.4,231.614
1705.6,-4706.4,230.289
1711.67,-4713.6,228.96
1711.67,-4713.6,228.96
1717.21,-4728,226.308
1717.21,-4735.2,224.995
1722.65,-4742.4,223.69
1722.65,-4749.6,222.386
1722.65,-4749.6,222.386
1727.93,-4764,219.806
1727.93,-4764,219.806
1732.41,-4778.4,217.237
1738.12,-4785.6,215.941
1738.12,-4791.6,214.636
1744.71,-4798.8,213.326
1744.71,-4806,212.025
1744.71,-4806,212.025
1750.34,-4813.2,210.732
1750.34,-4820.4,209.445
1757.46,-4834.8,206.858
1757.46,-4834.8,206.858
1764.14,-4842,205.551
1764.14,-4849.2,204.247
1770.29,-4856.4,202.949
1776.79,-4870.8,200.351
1776.79,-4870.8,200.351
1782.95,-4884,197.718
1782.95,-4884,197.718
1782.95,-4887.6,196.392
1788.75,-4902,193.743
1794.55,-4909.2,192.422
1794.55,-4909.2,192.422
1794.55,-4916.4,191.094
1800,-4930.8,188.45
1805.71,-4939.2,187.126
1805.71,-4946.4,185.805
1810.54,-4953.6,184.493
1810.54,-4953.6,184.493
