lat,vert,heading
51.77,591.6,99.962
51.77,600,101.555
54.85,615.6,104.765
58.89,624,106.354
58.89,632.4,107.924
58.89,632.4,107.924
61.88,640.8,109.498
61.88,648,111.085
65.66,662.4,114.175
68.73,669.6,115.669
68.73,669.6,115.669
71.98,684,118.664
71.98,684,118.664
75.41,698.4,121.539
75.41,705.6,122.921
78.75,712.8,124.287
78.75,712.8,124.287
78.75,720,125.655
82.79,733.2,128.318
85.78,739.2,129.602
85.78,745.2,130.842
85.78,745.2,130.842
90.09,758.4,133.289
93.34,765.6,134.495
93.34,765.6,134.495
96.94,777.6,136.847
96.94,777.6,136.847
100.37,790.8,139.142
100.37,790.8,139.142
104.42,804,141.424
104.42,810,142.57
107.67,816,143.715
107.67,816,143.715
107.67,823.2,144.867
110.04,837.6,147.198
111.45,844.8,148.366
111.45,852,149.537
114.08,859.2,150.725
114.08,866.4,151.918
114.08,866.4,151.918
118.3,873.6,153.137
122.61,889.2,155.617
122.61,897.6,156.89
122.61,897.6,156.89
126.56,912,159.456
131.13,918,160.759
131.13,918,160.759
131.13,925.2,162.096
135.53,940.8,164.826
140.71,948,166.217
140.71,948,166.217
145.02,962.4,168.998
145.02,970.8,170.424
150.21,979.2,171.842
150.21,987.6,173.281
150.21,987.6,173.281
154.07,1000.8,176.151
157.94,1008,177.608
157.94,1016.4,179.024
162.77,1024.8,180.422
162.77,1024.8,180.422
166.64,1039.2,183.269
166.64,1045.2,184.686
166.64,1045.2,184.686
171.12,1059.6,187.478
171.12,1059.6,187.478
176.13,1075.2,190.234
180.35,1082.4,191.615
180.35,1082.4,191.615
184.22,1094.4,194.378
184.22,1102.8,195.688
189.05,1111.2,197.012
189.05,1118.4,198.375
193.71,1123.2,199.709
193.71,1130.4,201.027
198.19,1136.4,202.346
198.19,1136.4,202.346
202.41,1152,204.923
202.41,1158,206.22
206.54,1165.2,207.506
206.54,1165.2,207.506
210.06,1177.2,210.086
210.06,1177.2,210.086
214.81,1191.6,212.592
214.81,1191.6,212.592
218.67,1206,215.142
218.67,1212,216.418
222.1,1219.2,217.699
222.1,1226.4,218.952
227.11,1233.6,220.198
227.11,1242,221.471
230.45,1249.2,222.761
230.45,1256.4,224.048
233.61,1262.4,225.348
233.61,1270.8,226.648
233.61,1270.8,226.648
237.13,1286.4,229.245
237.13,1286.4,229.245
241,1300.8,231.91
244.43,1308,233.26
244.43,1315.2,234.615
247.59,1323.6,235.958
247.59,1323.6,235.958
247.59,1332,237.325
250.84,1346.4,240.063
253.65,1353.6,241.442
253.65,1360.8,242.816
257.7,1368,244.177
257.7,1368,244.177
261.48,1382.4,246.923
261.48,1390.8,248.294
261.48,1390.8,248.294
265.26,1405.2,251.033
269.56,1412.4,252.408
269.56,1419.6,253.79
273.87,1428,255.177
273.87,1434,256.542
273.87,1434,256.542
277.21,1448.4,259.273
281.78,1455.6,260.625
281.78,1461.6,261.991
281.78,1461.6,261.991
286.7,1476,264.686
286.7,1476,264.686
289.78,1490.4,267.346
293.56,1497.6,268.652
293.56,1503.6,269.979
296.9,1510.8,271.303
296.9,1510.8,271.303
300.41,1524,273.904
300.41,1524,273.904
304.54,1538.4,276.482
304.54,1545.6,277.77
308.41,1552.8,279.05
308.41,1552.8,279.05
312.1,1566,281.575
312.1,1572,282.856
315.97,1580.4,284.096
315.97,1580.4,284.096
319.57,1594.8,286.622
319.57,1594.8,286.622
319.57,1600.8,287.878
323.61,1615.2,290.383
327.39,1622.4,291.65
327.39,1630.8,292.903
327.39,1630.8,292.903
330.38,1648.8,295.455
334.6,1654.8,296.736
334.6,1662,298.03
337.68,1668,299.307
337.68,1676.4,300.585
339.96,1684.8,301.894
339.96,1684.8,301.894
343.39,1699.2,304.543
343.39,1699.2,304.543
346.11,1713.6,307.184
346.11,1713.6,307.184
346.11,1722,308.476
349.28,1736.4,311.143
352.44,1743.6,312.466
352.44,1743.6,312.466
352.44,1750.8,313.772
355.08,1766.4,316.414
359.47,1773.6,317.741
359.47,1780.8,319.086
362.02,1788,320.412
362.02,1794,321.746
362.02,1794,321.746
365.98,1809.6,324.406
365.98,1809.6,324.406
370.2,1822.8,327.082
373.27,1830,328.424
373.27,1830,328.424
378.19,1844.4,331.084
378.19,1850.4,332.392
383.03,1857.6,333.694
383.03,1864.8,335.035
386.11,1873.2,336.409
386.11,1879.2,337.755
390.68,1886.4,339.067
390.68,1892.4,341.695
395.77,1899.6,343.064
395.77,1899.6,343.064
395.77,1908,344.408
400.08,1922.4,347.068
400.08,1922.4,347.068
403.77,1936.8,349.705
409.48,1944,351.055
409.48,1951.2,352.388
409.48,1951.2,352.388
413.97,1965.6,355.032
418.01,1972.8,356.307
418.01,1980,357.613
423.02,1987.2,358.967
423.02,1987.2,358.967
427.68,2001.6,1.59703
427.68,2008.8,2.91853
431.02,2016,4.23857
431.02,2016,4.23857
435.24,2031.6,6.91781
435.24,2031.6,6.91781
439.89,2046,9.57627
439.89,2046,9.57627
439.89,2052,10.9181
443.06,2059.2,12.2442
446.84,2076,14.9299
446.84,2076,14.9299
451.23,2090.4,17.5963
451.23,2097.6,18.9384
451.23,2097.6,18.9384
455.01,2104.8,20.2724
458,2119.2,22.9435
458,2126.4,24.2818
462.04,2133.6,25.6028
462.04,2139.6,26.9228
462.04,2139.6,26.9228
466.26,2155.2,29.5588
466.26,2155.2,29.5588
468.81,2169.6,32.2452
472.77,2175.6,33.576
472.77,2181.6,34.9094
472.77,2181.6,34.9094
475.05,2197.2,37.4759
479.53,2204.4,38.8279
479.53,2204.4,38.8279
483.22,2217.6,41.4765
483.22,2217.6,41.4765
483.22,2224.8,42.797
486.21,2232,44.0946
489.9,2247.6,46.7473
489.9,2254.8,48.0694
494.21,2262,49.3966
494.21,2262,49.3966
497.55,2275.2,52.0307
497.55,2275.2,52.0307
501.24,2290.8,54.6786
501.24,2298,55.991
505.37,2304,57.3079
505.37,2311.2,58.6378
508.54,2318.4,59.9489
508.54,2325.6,61.2566
508.54,2325.6,61.2566
512.93,2341.2,63.8717
512.93,2341.2,63.8717
516.45,2355.6,66.4592
516.45,2355.6,66.4592
519.87,2361.6,67.7576
523.83,2376,70.3599
523.83,2383.2,71.6465
528.22,2390.4,72.9279
528.22,2397.6,74.2242
528.22,2397.6,74.2242
531.56,2403.6,75.5104
531.56,2410.8,76.7827
536.13,2426.4,79.3626
536.13,2426.4,79.3626
540,2432.4,80.6382
540,2438.4,81.9291
543.61,2445.6,83.2102
548.18,2461.2,85.7632
548.18,2461.2,85.7632
548.18,2468.4,87.0572
552.31,2474.4,88.3495
552.31,2481.6,89.6575
556.61,2496,92.2917
560.3,2503.2,93.6293
562.41,2510.4,95.0019
562.41,2510.4,95.0019
566.19,2524.8,97.7671
566.19,2532,99.1703
566.19,2532,99.1703
570.15,2539.2,100.576
574.1,2556,103.416
574.1,2563.2,104.856
578.06,2570.4,106.28
578.06,2577.6,107.711
582.01,2584.8,109.129
582.01,2584.8,109.129
585.79,2600.4,111.983
585.79,2608.8,113.403
590.1,2614.8,114.791
590.1,2622,116.17
590.1,2622,116.17
593.61,2636.4,118.92
597.83,2644.8,120.295
597.83,2644.8,120.295
601.7,2658,122.976
601.7,2665.2,124.276
601.7,2665.2,124.276
606.71,2671.2,125.552
610.23,2686.8,128.15
610.23,2692.8,129.419
610.23,2692.8,129.419
614.09,2707.2,131.942
614.09,2707.2,131.942
618.93,2714.4,133.176
623.23,2727.6,135.677
623.23,2734.8,136.925
627.01,2740.8,138.179
627.01,2748,139.432
632.46,2755.2,140.67
632.46,2755.2,140.67
632.46,2762.4,141.919
636.68,2776.8,144.43
636.68,2776.8,144.43
641.16,2790,146.961
645.65,2797.2,148.223
645.65,2797.2,148.223
645.65,2805.6,149.484
648.55,2811.6,150.764
648.55,2818.8,152.036
650.57,2832,154.605
650.57,2832,154.605
653.73,2846.4,157.216
653.73,2846.4,157.216
657.16,2854.8,158.555
662.52,2869.2,161.236
662.52,2877.6,162.566
662.52,2877.6,162.566
666.12,2892,165.313
671.22,2899.2,166.693
671.22,2899.2,166.693
675.7,2914.8,169.458
675.7,2914.8,169.458
679.75,2929.2,172.241
679.75,2929.2,172.241
679.75,2937.6,173.622
684.14,2952,176.416
684.14,2952,176.416
688.98,2966.4,179.195
693.46,2973.6,180.574
693.46,2982,181.932
697.68,2989.2,183.286
697.68,2996.4,184.636
697.68,2996.4,184.636
702.51,3010.8,187.373
702.51,3010.8,187.373
707.35,3025.2,189.987
712,3033.6,191.337
712,3033.6,191.337
716.49,3050.4,194.027
716.49,3050.4,194.027
720.35,3064.8,196.676
720.35,3064.8,196.676
720.35,3072,197.951
725.1,3079.2,199.255
728.97,3091.2,201.864
728.97,3091.2,201.864
733.36,3104.4,204.423
733.36,3111.6,205.658
737.23,3118.8,206.944
737.23,3126,208.229
737.23,3126,208.229
740.48,3139.2,210.805
740.48,3139.2,210.805
743.12,3153.6,213.307
747.86,3160.8,214.565
747.86,3160.8,214.565
751.29,3174,217.14
751.29,3174,217.14
754.37,3188.4,219.733
754.37,3188.4,219.733
759.11,3202.8,222.244
759.11,3202.8,222.244
762.98,3217.2,224.858
762.98,3217.2,224.858
765.97,3232.8,227.507
765.97,3232.8,227.507
769.48,3247.2,230.16
769.48,3254.4,231.517
773,3261.6,232.875
773,3261.6,232.875
773,3268.8,234.244
775.46,3277.2,235.634
775.46,3284.4,237
779.15,3300,239.744
779.15,3300,239.744
783.11,3307.2,241.126
785.92,3321.6,243.897
785.92,3321.6,243.897
789.35,3336,246.637
789.35,3336,246.637
793.39,3350.4,249.418
793.39,3358.8,250.789
796.38,3366,252.162
796.38,3374.4,253.536
800.77,3381.6,254.907
800.77,3381.6,254.907
800.77,3388.8,256.283
804.55,3396,257.658
808.24,3410.4,260.398
808.24,3410.4,260.398
812.2,3424.8,263.079
812.2,3424.8,263.079
812.2,3432,264.44
816.07,3445.2,267.101
816.07,3445.2,267.101
819.23,3460.8,269.706
819.23,3460.8,269.706
823.19,3466.8,270.996
827.76,3480,273.54
827.76,3487.2,274.806
830.66,3493.2,276.079
830.66,3493.2,276.079
834,3508.8,278.554
834,3514.8,279.811
837.51,3520.8,281.054
837.51,3528,282.283
841.03,3532.8,283.528
