lat,vert,heading
1185.64,-3412.8,106.211
1185.64,-3420,104.921
1185.64,-3420,104.921
1192.23,-3434.4,102.335
1199.35,-3441.6,101.042
1199.35,-3441.6,101.042
1205.42,-3456,98.4183
1205.42,-3456,98.4183
1211.75,-3470.4,95.8106
1211.75,-3470.4,95.8106
1217.81,-3484.8,93.201
1217.81,-3492,91.8974
1224.31,-3499.2,90.5787
1224.31,-3506.4,89.2565
1230.11,-3513.6,87.9214
1230.11,-3520.8,86.5903
1230.11,-3520.8,86.5903
1236.35,-3536.4,83.9403
1236.35,-3536.4,83.9403
1242.59,-3543.6,82.6112
1249.27,-3556.8,79.9409
1249.27,-3564,78.6064
1255.16,-3571.2,77.2839
1255.16,-3571.2,77.2839
1260.17,-3586.8,74.6488
1260.17,-3594,73.339
1260.17,-3594,73.339
1266.06,-3607.2,70.7241
1271.6,-3610.8,69.4233
1271.6,-3618,68.1247
1271.6,-3618,68.1247
1276.7,-3633.6,65.5293
1283.82,-3640.8,64.233
1283.82,-3640.8,64.233
1283.82,-3646.8,62.9352
1290.58,-3662.4,60.356
1296.91,-3669.6,59.0662
1296.91,-3676.8,57.7769
1303.5,-3684,56.4847
1303.5,-3691.2,55.1884
1303.5,-3691.2,55.1884
1310.27,-3705.6,52.5966
1310.27,-3705.6,52.5966
1315.81,-3712.8,51.3046
1321.87,-3727.2,48.7168
1321.87,-3727.2,48.7168
1328.11,-3740.4,46.1167
1328.11,-3747.6,44.8122
1328.11,-3747.6,44.8122
1334,-3756,43.4994
1334,-3763.2,42.1847
1339.45,-3777.6,39.5476
1345.34,-3784.8,38.2331
1345.34,-3792,36.9148
1350.52,-3799.2,35.5912
1350.52,-3799.2,35.5912
1356.06,-3812.4,32.9686
1356.06,-3819.6,31.6714
1356.06,-3819.6,31.6714
1360.98,-3826.8,30.3774
1365.99,-3841.2,27.779
1365.99,-3849.6,26.476
1365.99,-3849.6,26.476
1371.62,-3855.6,25.1708
1377.68,-3870,22.5581
1377.68,-3870,22.5581
1377.68,-3877.2,21.2621
1383.57,-3892.8,18.6657
1389.72,-3900,17.3721
1389.72,-3907.2,16.0649
1396.14,-3914.4,14.7553
1396.14,-3921.6,13.4468
1396.14,-3921.6,13.4468
1401.33,-3936,10.8154
1406.25,-3943.2,9.50417
1406.25,-3943.2,9.50417
1411.7,-3957.6,6.89375
1411.7,-3957.6,6.89375
1416.79,-3972,4.2949
1416.79,-3979.2,2.99463
1422.33,-3986.4,1.68385
1422.33,-3993.6,0.373403
1427.96,-4000.8,359.068
1427.96,-4000.8,359.068
1427.96,-4008,357.764
1432.44,-4022.4,355.187
1437.89,-4029.6,353.908
1437.89,-4036.8,352.616
1437.89,-4036.8,352.616
1443.25,-4044,351.321
1443.25,-4051.2,350.027
1452.04,-4065.6,347.431
1452.04,-4074,346.145
1456.7,-4080,344.862
1456.7,-4080,344.862
1456.7,-4087.2,343.579
1461.79,-4101.6,341.011
1467.68,-4108.8,339.716
1467.68,-4116,338.422
1467.68,-4116,338.422
1473.48,-4130.4,335.853
1479.02,-4137.6,334.579
1479.02,-4144.8,333.299
1479.02,-4144.8,333.299
1485.26,-4159.2,330.713
1485.26,-4159.2,330.713
1491.24,-4166.4,329.407
1496.95,-4179.6,326.805
1496.95,-4188,325.502
1501.78,-4195.2,324.193
1501.78,-4195.2,324.193
1501.78,-4202.4,322.881
1506.79,-4209.6,321.572
1506.79,-4216.8,320.259
1512.33,-4231.2,317.641
1517.78,-4239.6,316.318
1517.78,-4246.8,314.992
1517.78,-4246.8,314.992
1523.41,-4260,312.365
1528.5,-4267.2,311.067
1528.5,-4267.2,311.067
1528.5,-4275.6,309.773
1533.25,-4290,307.179
1538.96,-4297.2,305.88
1538.96,-4297.2,305.88
1538.96,-4304.4,304.58
1543.62,-4311.6,303.285
1549.25,-4326,300.696
1549.25,-4326,300.696
1555.57,-4340.4,298.074
1555.57,-4347.6,296.768
1561.55,-4354.8,295.47
1561.55,-4362,294.174
1561.55,-4362,294.174
1567.26,-4376.4,291.585
1573.33,-4383.6,290.285
1573.33,-4390.8,288.983
1579.39,-4396.8,287.682
1579.39,-4396.8,287.682
1584.93,-4412.4,285.073
1584.93,-4412.4,285.073
1590.47,-4426.8,282.462
1590.47,-4426.8,282.462
1590.47,-4432.8,281.158
1596.35,-4440,279.856
1596.35,-4447.2,278.55
1601.98,-4461.6,275.929
1607.78,-4468.8,274.612
1607.78,-4476,273.293
1613.32,-4483.2,271.967
1613.32,-4483.2,271.967
1618.24,-4498.8,269.306
1618.24,-4498.8,269.306
1618.24,-4506,267.971
1623.69,-4520.4,265.307
1628.26,-4526.4,263.993
1628.26,-4526.4,263.993
1628.26,-4534.8,262.68
1633.18,-4542,261.366
1638.63,-4556.4,258.741
1638.63,-4563.6,257.439
1645.75,-4570.8,256.145
1645.75,-4570.8,256.145
1651.73,-4585.2,253.564
1651.73,-4592.4,252.265
1658.41,-4599.6,250.966
1658.41,-4599.6,250.966
1665.26,-4614,248.381
1665.26,-4621.2,247.096
1671.5,-4628.4,245.81
1671.5,-4635.6,244.519
1671.5,-4635.6,244.519
1678.09,-4650,241.911
1678.09,-4650,241.911
1683.89,-4657.2,240.607
1689.52,-4671.6,237.996
1689.52,-4680,236.687
1696.2,-4687.2,235.375
1696.2,-4693.2,234.054
1702,-4700.4,232.734
1702,-4707.6,231.413
1707.27,-4714.8,230.092
1707.27,-4723.2,228.773
1712.46,-4730.4,227.451
1712.46,-4737.6,226.121
1712.46,-4737.6,226.121
1717.29,-4743.6,224.788
1721.95,-4758,222.117
1721.95,-4765.2,220.786
1727.75,-4772.4,219.454
1727.75,-4779.6,216.796
1733.38,-4786.8,215.487
1733.38,-4794,214.183
1738.74,-4801.2,212.887
1738.74,-4808.4,211.597
1745.24,-4815.6,210.302
1745.24,-4822.8,208.999
1745.24,-4822.8,208.999
1752.01,-4836,206.403
1752.01,-4836,206.403
1757.72,-4851.6,203.842
1763,-4858.8,202.566
1763,-4858.8,202.566
1768.8,-4872,199.988
1768.8,-4879.2,198.688
1768.8,-4879.2,198.688
1774.07,-4886.4,197.389
1779.52,-4900.8,194.797
1779.52,-4908,193.496
1785.14,-4915.2,192.188
1785.14,-4915.2,192.188
1789.8,-4929.6,189.563
1789.8,-4936.8,188.249
1794.37,-4944,186.93
1794.37,-4944,186.93
1799.56,-4958.4,184.267
1799.56,-4958.4,184.267
