lat,vert,heading
-1077.27,2989.2,178.076
-1081.14,3003.6,180.719
-1081.14,3009.6,182.036
-1085.71,3016.8,183.34
-1085.71,3024,184.633
-1091.6,3032.4,185.92
-1091.6,3039.6,187.193
-1097.49,3046.8,188.462
-1097.49,3046.8,188.462
-1103.11,3060,191.006
-1103.11,3066,192.275
-1109.09,3073.2,193.545
-1109.09,3080.4,194.821
-1115.16,3087.6,196.109
-1115.16,3087.6,196.109
-1120.87,3102,198.691
-1120.87,3102,198.691
-1127.55,3116.4,201.258
-1127.55,3123.6,202.545
-1127.55,3123.6,202.545
-1133.35,3138,205.155
-1138.36,3145.2,206.479
-1138.36,3145.2,206.479
-1138.36,3152.4,207.809
-1144.42,3159.6,209.143
-1144.42,3168,210.482
-1149.43,3175.2,211.825
-1149.43,3182.4,213.171
-1154.53,3196.8,215.859
-1154.53,3196.8,215.859
-1159.8,3204,217.196
-1159.8,3211.2,218.535
-1165.16,3219.6,219.87
-1170.35,3232.8,222.543
-1170.35,3232.8,222.543
-1176.41,3247.2,225.183
-1176.41,3254.4,226.495
-1182.74,3261.6,227.798
-1182.74,3267.6,229.098
-1188.98,3274.8,230.395
-1188.98,3274.8,230.395
-1188.98,3282,231.686
-1195.66,3296.4,234.254
-1195.66,3296.4,234.254
-1201.82,3310.8,236.814
-1208.67,3318,238.104
-1208.67,3318,238.104
-1215,3331.2,240.687
-1215,3338.4,241.976
-1221.5,3345.6,243.254
-1221.5,3351.6,244.529
-1227.48,3358.8,245.81
-1227.48,3366,247.096
-1233.72,3373.2,248.386
-1233.72,3380.4,249.68
-1239.7,3387.6,250.97
-1239.7,3394.8,252.258
-1245.15,3402,253.555
-1245.15,3409.2,254.857
-1250.68,3416.4,256.163
-1250.68,3416.4,256.163
-1255.78,3432,258.779
-1255.78,3432,258.779
-1260.53,3439.2,260.092
-1260.53,3446.4,261.408
-1266.5,3453.6,262.726
-1271.86,3469.2,265.381
-1271.86,3476.4,266.719
-1276.61,3483.6,268.055
-1276.61,3490.8,269.399
-1283.03,3498,270.739
-1283.03,3505.2,272.072
-1289.27,3513.6,273.398
-1289.27,3520.8,274.716
-1289.27,3520.8,274.716
-1294.8,3535.2,277.344
-1301.13,3542.4,278.655
-1301.13,3542.4,278.655
-1301.13,3549.6,279.965
-1307.72,3565.2,282.583
-1313.35,3572.4,283.888
-1313.35,3572.4,283.888
-1318.89,3586.8,286.49
-1318.89,3586.8,286.49
-1324.33,3602.4,289.091
-1324.33,3602.4,289.091
-1329.52,3615.6,291.688
-1329.52,3622.8,292.988
-1334.62,3630,294.282
-1334.62,3637.2,295.569
-1339.63,3644.4,296.863
-1339.63,3652.8,298.157
-1344.73,3660,299.445
-1344.73,3663.6,300.74
-1348.94,3673.2,302.039
-1348.94,3673.2,302.039
-1348.94,3676.8,303.329
-1354.22,3684,304.625
-1358.88,3699.6,307.206
-1358.88,3705.6,308.494
-1358.88,3705.6,308.494
-1364.33,3712.8,309.782
-1364.33,3720,311.064
-1369.25,3734.4,313.639
-1369.25,3734.4,313.639
-1374.61,3747.6,316.179
-1379.44,3754.8,317.454
-1379.44,3754.8,317.454
-1384.54,3768,320.018
-1384.54,3768,320.018
-1384.54,3776.4,321.308
-1390.69,3790.8,323.895
-1396.41,3798,325.197
-1396.41,3805.2,326.508
-1396.41,3805.2,326.508
-1401.77,3812.4,327.827
-1407.3,3828,330.452
-1407.3,3828,330.452
-1413.46,3842.4,333.059
-1413.46,3842.4,333.059
-1418.91,3856.8,335.656
-1418.91,3864,336.96
-1418.91,3864,336.96
-1424.44,3878.4,339.56
-1429.98,3885.6,340.857
-1429.98,3885.6,340.857
-1429.98,3892.8,342.145
-1435.16,3900,343.434
-1435.16,3907.2,344.725
-1440.35,3914.4,346.01
-1446.24,3927.6,348.588
-1446.24,3927.6,348.588
-1452.66,3942,351.168
-1452.66,3942,351.168
-1452.66,3950.4,352.471
-1458.81,3963.6,355.079
-1458.81,3963.6,355.079
-1465.05,3978,357.698
-1465.05,3978,357.698
-1470.94,3985.2,358.995
-1477.88,3999.6,1.57997
-1477.88,4006.8,2.87279
-1484.12,4014,4.17052
-1484.12,4021.2,5.47653
-1490.18,4029.6,6.78027
-1490.18,4036.8,8.08605
-1495.99,4044,9.39631
-1495.99,4044,9.39631
-1495.99,4051.2,10.7098
-1501.61,4065.6,13.3679
-1501.61,4065.6,13.3679
-1506.8,4081.2,16.0409
-1511.89,4088.4,17.3783
-1511.89,4088.4,17.3783
-1516.46,4102.8,20.0647
-1516.46,4110,21.4013
-1516.46,4110,21.4013
-1522.09,4125.6,24.0913
-1526.57,4134,25.4373
-1526.57,4141.2,26.7673
-1530.61,4148.4,28.0946
-1530.61,4154.4,29.4072
-1535.89,4161.6,30.7112
-1535.89,4168.8,32.0148
-1540.72,4177.2,33.3098
-1540.72,4183.2,34.6006
-1545.73,4190.4,35.88
-1545.73,4190.4,35.88
-1551.8,4203.6,38.4096
-1551.8,4210.8,39.6705
-1557.86,4218,40.9252
-1557.86,4218,40.9252
-1562.96,4232.4,43.4267
-1562.96,4238.4,44.6773
-1569.02,4245.6,45.9222
-1569.02,4252.8,47.1682
-1575.26,4260,48.4131
-1575.26,4267.2,49.6605
-1581.06,4273.2,50.9169
-1581.06,4273.2,50.9169
-1581.06,4280.4,52.1877
-1585.63,4294.8,54.7603
-1585.63,4294.8,54.7603
-1591.17,4310.4,57.3405
-1596.53,4316.4,58.6338
-1596.53,4323.6,59.9407
-1601.72,4330.8,61.2528
-1601.72,4338,62.5787
-1601.72,4338,62.5787
-1606.82,4353.6,65.2347
-1611.91,4359.6,66.5566
-1611.91,4359.6,66.5566
-1616.4,4374,69.1952
-1616.4,4381.2,70.5148
-1621.23,4388.4,71.8365
-1621.23,4388.4,71.8365
-1621.23,4396.8,73.1651
-1627.12,4404,74.5026
-1633.09,4419.6,77.1898
-1633.09,4426.8,78.5354
-1633.09,4426.8,78.5354
-1638.9,4441.2,81.2179
-1644.34,4448.4,82.5634
-1644.34,4455.6,83.9112
-1644.34,4455.6,83.9112
-1650.15,4462.8,85.2547
-1656.3,4478.4,87.94
-1656.3,4485.6,89.2702
-1662.63,4492.8,90.5869
-1662.63,4500,91.9048
-1669.04,4507.2,93.2251
-1669.04,4507.2,93.2251
-1674.75,4521.6,95.8797
-1674.75,4528.8,97.2052
-1679.94,4536,98.527
-1679.94,4544.4,99.8374
-1686.18,4551.6,101.142
-1686.18,4551.6,101.142
-1686.18,4560,102.445
-1692.24,4574.4,105.05
-1692.24,4574.4,105.05
-1697.69,4587.6,107.656
-1697.69,4587.6,107.656
-1703.58,4602,110.24
-1709.47,4609.2,111.535
-1709.47,4617.6,112.827
-1714.92,4623.6,114.118
-1714.92,4630.8,115.405
-1721.51,4638,116.681
-1721.51,4638,116.681
-1721.51,4645.2,117.96
-1727.93,4659.6,120.521
-1733.82,4666.8,121.805
-1733.82,4674,123.093
-1739.79,4681.2,124.376
-1739.79,4681.2,124.376
-1746.03,4695.6,126.957
-1746.03,4695.6,126.957
-1746.03,4702.8,128.245
-1752.63,4717.2,130.83
-1752.63,4717.2,130.83
-1758.51,4724.4,132.128
-1764.58,4738.8,134.729
-1764.58,4746,136.028
-1770.82,4753.2,137.329
-1770.82,4760.4,138.638
-1776,4767.6,139.957
-1776,4767.6,139.957
-1781.28,4783.2,142.599
-1781.28,4789.2,143.914
-1786.99,4796.4,145.223
-1786.99,4796.4,145.223
-1792.35,4810.8,147.842
-1792.35,4818,149.146
-1797.19,4826.4,150.446
-1797.19,4832.4,151.739
-1802.2,4839.6,153.027
-1802.2,4839.6,153.027
-1802.2,4846.8,154.315
-1807.82,4861.2,156.895
-1807.82,4861.2,156.895
-1813.8,4875.6,159.481
-1819.51,4882.8,160.78
-1819.51,4882.8,160.78
-1825.22,4897.2,163.399
-1825.22,4905.6,166.035
-1825.22,4905.6,166.035
-1831.02,4912.8,167.359
-1836.47,4927.2,170.023
-1836.47,4927.2,170.023
-1836.47,4933.2,171.365
-1841.66,4947.6,174.029
-1847.46,4956,175.354
-1847.46,4963.2,176.666
