lat,vert,heading
-437.52,1354.8,241.208
-437.52,1362,242.506
-449.73,1376.4,245.101
-449.73,1383.6,246.401
-454.92,1390.8,247.707
-454.92,1398,249.012
-460.89,1405.2,250.314
-460.89,1405.2,250.314
-466.87,1419.6,252.886
-466.87,1426.8,254.167
-472.14,1434,255.464
-472.14,1441.2,256.771
-472.14,1441.2,256.771
-477.24,1456.8,259.417
-482.08,1465.2,260.74
-482.08,1471.2,262.055
-487.44,1478.4,263.373
-487.44,1485.6,264.689
-491.74,1492.8,266.012
-491.74,1492.8,266.012
-491.74,1501.2,267.335
-497.19,1507.2,268.651
-497.19,1514.4,269.964
-502.91,1521.6,271.274
-502.91,1528.8,272.576
-508.27,1537.2,273.882
-513.89,1551.6,276.511
-513.89,1557.6,277.828
-519.52,1564.8,279.145
-519.52,1572,280.459
-519.52,1572,280.459
-524.53,1587.6,284.409
-529.8,1593.6,285.715
-529.8,1600.8,287.027
-535.51,1608,288.334
-535.51,1615.2,289.634
-535.51,1615.2,289.634
-540.7,1630.8,292.245
-545.36,1638,293.549
-545.36,1645.2,294.849
-550.45,1652.4,296.145
-550.45,1659.6,297.44
-555.82,1666.8,298.741
-555.82,1666.8,298.741
-560.47,1682.4,301.355
-560.47,1686,302.67
-565.4,1693.2,303.977
-565.4,1700.4,305.283
-570.58,1707.6,306.596
-570.58,1714.8,307.908
-570.58,1714.8,307.908
-574.98,1729.2,310.535
-579.55,1736.4,311.85
-579.55,1736.4,311.85
-585.08,1750.8,314.477
-585.08,1750.8,314.477
-585.08,1758,315.794
-590.18,1766.4,317.104
-590.18,1773.6,318.407
-595.89,1786.8,320.967
-595.89,1786.8,320.967
-602.4,1800,323.515
-607.94,1808.4,324.787
-607.94,1815.6,326.065
-613.56,1821.6,327.34
-613.56,1828.8,328.611
-620.06,1836,329.883
-620.06,1842,331.153
-626.39,1849.2,332.416
-626.39,1849.2,332.416
-626.39,1856.4,333.686
-632.02,1869.6,336.243
-637.47,1876.8,337.523
-637.47,1884,338.804
-643.27,1892.4,340.078
-643.27,1899.6,341.357
-649.07,1906.8,342.649
-649.07,1914,343.952
-649.07,1914,343.952
-654.25,1928.4,346.579
-659.7,1936.8,347.891
-659.7,1944,349.208
-664.62,1950,350.533
-664.62,1950,350.533
-664.62,1957.2,351.866
-669.63,1965.6,353.207
-669.63,1972.8,354.551
-674.82,1987.2,357.211
